capacity,fitness,generation
6752.941176470588,2.385010858043371,14
6752.941176470588,2.385010858043371,14
6752.941176470588,2.385010858043371,15
6752.941176470588,2.385010858043371,15
6752.941176470588,2.385010858043371,15
6752.941176470588,2.385010858043371,15
6752.941176470588,2.385010858043371,15
6752.941176470588,2.385010858043371,15
6752.941176470588,2.385010858043371,15
6752.941176470588,2.385010858043371,15
6752.941176470588,2.385010858043371,15
1352.9411764705883,inf,15
6752.941176470588,2.385010858043371,15
6752.941176470588,2.385010858043371,15
6752.941176470588,2.385010858043371,15
6752.941176470588,2.385010858043371,15
6752.941176470588,2.385010858043371,15
6752.941176470588,2.385010858043371,15
6752.941176470588,2.385010858043371,15
6752.941176470588,2.385010858043371,15
6752.941176470588,2.385010858043371,15
6752.941176470588,2.385010858043371,15
6752.941176470588,2.385010858043371,15
6752.941176470588,2.385010858043371,15
6752.941176470588,2.385010858043371,15
7035.294117647059,2.7847385638942983,15
8976.470588235294,11.473209962186422,15
6752.941176470588,2.385010858043371,15
6752.941176470588,2.385010858043371,15
2235.2941176470586,inf,15
6752.941176470588,2.385010858043371,15
6752.941176470588,2.385010858043371,15
6752.941176470588,2.385010858043371,15
